UDI,Product ID,Type,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],Target,Failure Type,Quality Prediction,Quality Status,Quality Confidence,Anomaly,Failure Probability,Risk Level,Maintenance Recommendation,AI Recommendation,Priority,Overall Status,Human Decision,Approval Time,Approved By,AI Overall Risk,Maintenance Probability,Case ID
126.0,L47305,L,298.9,308.6,1560,32.2,118,0.0,No Failure,0.0,Good,1.0,Normal,0.0,Low,Continue normal operation,NORMAL: Continue operation and monitor machine,Low,NORMAL,Pending,,,,,CASE-00126
127.0,L47306,L,299.0,308.6,1329,60.5,120,0.0,No Failure,0.0,Good,0.98,Normal,0.02,Low,Continue normal operation,NORMAL: Continue operation and monitor machine,Low,NORMAL,Pending,,,,,CASE-00127
128.0,L47307,L,298.9,308.6,1413,46.5,122,0.0,No Failure,0.0,Good,1.0,Normal,0.0,Low,Continue normal operation,NORMAL: Continue operation and monitor machine,Low,NORMAL,Pending,,,,,CASE-00128
129.0,L47308,L,299.0,308.6,1587,38.6,124,0.0,No Failure,0.0,Good,1.0,Normal,0.0,Low,Continue normal operation,NORMAL: Continue operation and monitor machine,Low,NORMAL,Pending,,,,,CASE-00129
130.0,L47309,L,298.9,308.5,1559,34.3,126,0.0,No Failure,0.0,Good,1.0,Normal,0.0,Low,Continue normal operation,NORMAL: Continue operation and monitor machine,Low,NORMAL,Pending,,,,,CASE-00130
131.0,L47310,L,298.8,308.4,1473,41.1,128,0.0,No Failure,0.0,Good,1.0,Normal,0.0,Low,Continue normal operation,NORMAL: Continue operation and monitor machine,Low,NORMAL,Pending,,,,,CASE-00131
132.0,L47311,L,298.8,308.4,1737,27.7,130,0.0,No Failure,0.0,Good,1.0,Normal,0.0,Low,Continue normal operation,NORMAL: Continue operation and monitor machine,Low,NORMAL,Pending,,,,,CASE-00132
133.0,M14992,M,298.7,308.4,1441,43.2,132,0.0,No Failure,0.0,Good,1.0,Normal,0.0,Low,Continue normal operation,NORMAL: Continue operation and monitor machine,Low,NORMAL,Pending,,,,,CASE-00133
134.0,M14993,M,298.7,308.4,1430,49.6,135,0.0,No Failure,0.0,Good,1.0,Normal,0.0,Low,Continue normal operation,NORMAL: Continue operation and monitor machine,Low,NORMAL,Pending,,,,,CASE-00134
135.0,L47314,L,298.8,308.4,1369,53.0,138,0.0,No Failure,0.0,Good,1.0,Normal,0.005,Low,Continue normal operation,NORMAL: Continue operation and monitor machine,Low,NORMAL,Pending,,,,,CASE-00135
136.0,M14995,M,298.8,308.5,1711,28.5,140,0.0,No Failure,0.0,Good,1.0,Normal,0.0,Low,Continue normal operation,NORMAL: Continue operation and monitor machine,Low,NORMAL,Pending,,,,,CASE-00136
137.0,H29550,H,298.7,308.5,1420,45.7,143,0.0,No Failure,0.0,Good,1.0,Normal,0.0,Low,Continue normal operation,NORMAL: Continue operation and monitor machine,Low,NORMAL,Pending,,,,,CASE-00137
138.0,L47317,L,298.7,308.6,1297,55.3,148,0.0,No Failure,0.0,Good,1.0,Normal,0.0,Low,Continue normal operation,NORMAL: Continue operation and monitor machine,Low,NORMAL,Pending,,,,,CASE-00138
139.0,H29552,H,298.8,308.6,1449,49.4,150,0.0,No Failure,0.0,Good,1.0,Normal,0.005,Low,Continue normal operation,NORMAL: Continue operation and monitor machine,Low,NORMAL,Pending,,,,,CASE-00139
140.0,L47319,L,298.8,308.6,1268,55.8,155,0.0,No Failure,0.0,Good,1.0,Normal,0.0,Low,Continue normal operation,NORMAL: Continue operation and monitor machine,Low,NORMAL,Pending,,,,,CASE-00140
141.0,L47320,L,298.8,308.6,1511,36.1,157,0.0,No Failure,0.0,Good,1.0,Normal,0.0,Low,Continue normal operation,NORMAL: Continue operation and monitor machine,Low,NORMAL,Pending,,,,,CASE-00141
142.0,L47321,L,298.7,308.5,1544,35.2,159,0.0,No Failure,0.0,Good,1.0,Normal,0.0,Low,Continue normal operation,NORMAL: Continue operation and monitor machine,Low,NORMAL,Pending,,,,,CASE-00142
143.0,M15002,M,298.6,308.4,1778,28.2,161,0.0,No Failure,0.0,Good,1.0,Normal,0.0,Low,Continue normal operation,NORMAL: Continue operation and monitor machine,Low,NORMAL,Pending,,,,,CASE-00143
144.0,H29557,H,298.6,308.4,1407,50.5,164,0.0,No Failure,0.0,Good,1.0,Normal,0.0,Low,Continue normal operation,NORMAL: Continue operation and monitor machine,Low,NORMAL,Pending,,,,,CASE-00144
145.0,M15004,M,298.6,308.4,1391,42.4,169,0.0,No Failure,0.0,Good,1.0,Normal,0.0,Low,Continue normal operation,NORMAL: Continue operation and monitor machine,Low,NORMAL,Pending,,,,,CASE-00145
146.0,L47325,L,298.5,308.4,1513,33.6,172,0.0,No Failure,0.0,Good,1.0,Normal,0.0,Low,Continue normal operation,NORMAL: Continue operation and monitor machine,Low,NORMAL,Pending,,,,,CASE-00146
147.0,H29560,H,298.5,308.4,1612,36.1,174,0.0,No Failure,0.0,Good,1.0,Normal,0.0,Low,Continue normal operation,NORMAL: Continue operation and monitor machine,Low,NORMAL,Pending,,,,,CASE-00147
148.0,L47327,L,298.4,308.4,1515,40.1,179,0.0,No Failure,0.0,Good,1.0,Normal,0.0,Low,Continue normal operation,NORMAL: Continue operation and monitor machine,Low,NORMAL,Pending,,,,,CASE-00148
149.0,M15008,M,298.3,308.3,1379,48.0,181,0.0,No Failure,0.0,Good,1.0,Normal,0.005,Low,Continue normal operation,NORMAL: Continue operation and monitor machine,Low,NORMAL,Pending,,,,,CASE-00149
150.0,L47329,L,298.4,308.3,1473,39.9,184,0.0,No Failure,0.0,Good,1.0,Normal,0.0,Low,Continue normal operation,NORMAL: Continue operation and monitor machine,Low,NORMAL,Pending,,,,,CASE-00150
151.0,L47330,L,298.4,308.3,1422,42.7,186,0.0,No Failure,0.0,Good,0.99,Normal,0.005,Low,Continue normal operation,NORMAL: Continue operation and monitor machine,Low,NORMAL,Pending,,,,,CASE-00151
152.0,M15011,M,298.4,308.2,1463,37.6,188,0.0,No Failure,0.0,Good,1.0,Normal,0.0,Low,Continue normal operation,NORMAL: Continue operation and monitor machine,Low,NORMAL,Pending,,,,,CASE-00152
153.0,M15012,M,298.4,308.2,1584,41.0,191,0.0,No Failure,0.0,Good,1.0,Normal,0.0,Low,Continue normal operation,NORMAL: Continue operation and monitor machine,Low,NORMAL,Pending,,,,,CASE-00153
154.0,L47333,L,298.4,308.2,1850,27.0,194,0.0,No Failure,0.0,Good,1.0,Normal,0.0,Low,Continue normal operation,NORMAL: Continue operation and monitor machine,Low,NORMAL,Pending,,,,,CASE-00154
155.0,L47334,L,298.4,308.2,1528,36.2,196,0.0,No Failure,0.0,Good,1.0,Normal,0.0,Low,Continue normal operation,NORMAL: Continue operation and monitor machine,Low,NORMAL,Pending,,,,,CASE-00155
156.0,H29569,H,298.4,308.2,1987,19.8,198,0.0,No Failure,0.0,Good,1.0,Anomaly,0.0,Low,Continue normal operation,ANOMALY ALERT: Investigate abnormal machine behavior,High,ATTENTION REQUIRED,Approved,2026-09-19 12:49:55,Human Reviewer,,,CASE-00156
157.0,M15016,M,298.4,308.1,1495,46.0,203,0.0,No Failure,0.0,Good,0.89,Normal,0.1,Low,Continue normal operation,NORMAL: Continue operation and monitor machine,Low,NORMAL,Pending,,,,,CASE-00157
158.0,H29571,H,298.4,308.2,1478,43.5,206,0.0,No Failure,0.0,Good,0.94,Normal,0.11,Low,Continue normal operation,NORMAL: Continue operation and monitor machine,Low,NORMAL,Pending,,,,,CASE-00158
159.0,M15018,M,298.4,308.2,1499,40.0,211,0.0,No Failure,0.0,Good,0.85,Normal,0.155,Low,Continue normal operation,NORMAL: Continue operation and monitor machine,Low,NORMAL,Pending,,,,,CASE-00159
160.0,L47339,L,298.4,308.2,1471,47.0,214,0.0,No Failure,0.0,Good,0.98,Normal,0.035,Low,Continue normal operation,NORMAL: Continue operation and monitor machine,Low,NORMAL,Pending,,,,,CASE-00160
161.0,L47340,L,298.4,308.2,1282,60.7,216,1.0,Overstrain Failure,1.0,Defective,1.0,Anomaly,1.0,High,Immediate inspection recommended,CRITICAL: Hold product and stop machine for immediate inspection,Critical,CRITICAL,Rejected,2026-09-19 12:50:25,Human Reviewer,,,CASE-00161
162.0,L47341,L,298.3,308.1,1412,52.3,218,1.0,Overstrain Failure,1.0,Defective,1.0,Normal,1.0,High,Immediate inspection recommended,HIGH PRIORITY: Hold defective product and perform immediate machine inspection,High,ATTENTION REQUIRED,Rejected,2026-09-19 12:50:43,Human Reviewer,,,CASE-00162
163.0,L47342,L,298.3,308.1,1586,35.5,0,0.0,No Failure,0.0,Good,1.0,Normal,0.0,Low,Continue normal operation,NORMAL: Continue operation and monitor machine,Low,NORMAL,Pending,,,,,CASE-00163
164.0,M15023,M,298.4,308.2,1468,43.8,2,0.0,No Failure,0.0,Good,1.0,Normal,0.0,Low,Continue normal operation,NORMAL: Continue operation and monitor machine,Low,NORMAL,Pending,,,,,CASE-00164
165.0,M15024,M,298.5,308.3,1440,43.6,5,0.0,No Failure,0.0,Good,1.0,Normal,0.0,Low,Continue normal operation,NORMAL: Continue operation and monitor machine,Low,NORMAL,Pending,,,,,CASE-00165
166.0,L47345,L,298.5,308.4,1733,26.0,8,0.0,No Failure,0.0,Good,1.0,Normal,0.0,Low,Continue normal operation,NORMAL: Continue operation and monitor machine,Low,NORMAL,Pending,,,,,CASE-00166
167.0,H29580,H,298.4,308.2,1612,32.6,10,0.0,No Failure,0.0,Good,1.0,Normal,0.0,Low,Continue normal operation,NORMAL: Continue operation and monitor machine,Low,NORMAL,Pending,,,,,CASE-00167
168.0,H29581,H,298.4,308.3,1458,42.9,15,0.0,No Failure,0.0,Good,1.0,Normal,0.0,Low,Continue normal operation,NORMAL: Continue operation and monitor machine,Low,NORMAL,Pending,,,,,CASE-00168
169.0,L47348,L,298.4,308.3,1433,62.3,20,1.0,Power Failure,1.0,Defective,1.0,Normal,1.0,High,Immediate inspection recommended,HIGH PRIORITY: Hold defective product and perform immediate machine inspection,High,ATTENTION REQUIRED,Rejected,2026-09-19 13:17:38,Human Reviewer,,,CASE-00169
170.0,L47349,L,298.4,308.3,1318,59.1,22,0.0,No Failure,0.0,Good,1.0,Normal,0.0,Low,Continue normal operation,NORMAL: Continue operation and monitor machine,Low,NORMAL,Pending,,,,,CASE-00170
171.0,M15030,M,298.4,308.2,1610,35.0,24,0.0,No Failure,0.0,Good,1.0,Normal,0.0,Low,Continue normal operation,NORMAL: Continue operation and monitor machine,Low,NORMAL,Pending,,,,,CASE-00171
172.0,L47351,L,298.2,308.1,1462,50.8,27,0.0,No Failure,0.0,Good,1.0,Normal,0.0,Low,Continue normal operation,NORMAL: Continue operation and monitor machine,Low,NORMAL,Pending,,,,,CASE-00172
173.0,M15032,M,298.1,308.0,1924,20.8,29,0.0,No Failure,0.0,Good,1.0,Normal,0.0,Low,Continue normal operation,NORMAL: Continue operation and monitor machine,Low,NORMAL,Pending,,,,,CASE-00173
174.0,M15033,M,298.2,308.0,1591,33.7,32,0.0,No Failure,0.0,Good,1.0,Normal,0.0,Low,Continue normal operation,NORMAL: Continue operation and monitor machine,Low,NORMAL,Pending,,,,,CASE-00174
175.0,L47354,L,298.2,308.1,1306,58.3,35,0.0,No Failure,0.0,Good,1.0,Normal,0.0,Low,Continue normal operation,NORMAL: Continue operation and monitor machine,Low,NORMAL,Pending,,,,,CASE-00175
176.0,L47355,L,298.2,308.1,1382,43.5,37,0.0,No Failure,0.0,Good,1.0,Normal,0.0,Low,Continue normal operation,NORMAL: Continue operation and monitor machine,Low,NORMAL,Pending,,,,,CASE-00176
177.0,L47356,L,298.2,308.1,1618,34.7,39,0.0,No Failure,0.0,Good,1.0,Normal,0.0,Low,Continue normal operation,NORMAL: Continue operation and monitor machine,Low,NORMAL,Pending,,,,,CASE-00177
178.0,L47357,L,298.2,308.2,1988,21.4,41,0.0,No Failure,0.0,Good,1.0,Normal,0.0,Low,Continue normal operation,NORMAL: Continue operation and monitor machine,Low,NORMAL,Pending,,,,,CASE-00178
179.0,L47358,L,298.2,308.2,1436,50.2,43,0.0,No Failure,0.0,Good,1.0,Normal,0.0,Low,Continue normal operation,NORMAL: Continue operation and monitor machine,Low,NORMAL,Pending,,,,,CASE-00179
180.0,L47359,L,298.2,308.3,1304,49.8,45,0.0,No Failure,0.0,Good,1.0,Normal,0.0,Low,Continue normal operation,NORMAL: Continue operation and monitor machine,Low,NORMAL,Pending,,,,,CASE-00180
181.0,L47360,L,298.2,308.3,1475,49.9,47,0.0,No Failure,0.0,Good,1.0,Normal,0.0,Low,Continue normal operation,NORMAL: Continue operation and monitor machine,Low,NORMAL,Pending,,,,,CASE-00181
182.0,H29595,H,298.2,308.3,1824,24.2,49,0.0,No Failure,0.0,Good,1.0,Normal,0.0,Low,Continue normal operation,NORMAL: Continue operation and monitor machine,Low,NORMAL,Pending,,,,,CASE-00182
183.0,M15042,M,298.1,308.2,1342,48.1,54,0.0,No Failure,0.0,Good,1.0,Normal,0.0,Low,Continue normal operation,NORMAL: Continue operation and monitor machine,Low,NORMAL,Pending,,,,,CASE-00183
184.0,L47363,L,298.1,308.2,1485,40.7,57,0.0,No Failure,0.0,Good,1.0,Normal,0.0,Low,Continue normal operation,NORMAL: Continue operation and monitor machine,Low,NORMAL,Pending,,,,,CASE-00184
185.0,L47364,L,298.2,308.2,1667,30.6,59,0.0,No Failure,0.0,Good,1.0,Normal,0.0,Low,Continue normal operation,NORMAL: Continue operation and monitor machine,Low,NORMAL,Pending,,,,,CASE-00185
186.0,L47365,L,298.2,308.2,1446,38.2,61,0.0,No Failure,0.0,Good,1.0,Normal,0.0,Low,Continue normal operation,NORMAL: Continue operation and monitor machine,Low,NORMAL,Pending,,,,,CASE-00186
187.0,L47366,L,298.1,308.3,1301,56.0,63,0.0,No Failure,0.0,Good,1.0,Normal,0.0,Low,Continue normal operation,NORMAL: Continue operation and monitor machine,Low,NORMAL,Pending,,,,,CASE-00187
188.0,L47367,L,298.2,308.4,1379,43.1,65,0.0,No Failure,0.0,Good,1.0,Normal,0.0,Low,Continue normal operation,NORMAL: Continue operation and monitor machine,Low,NORMAL,Pending,,,,,CASE-00188
189.0,L47368,L,298.3,308.5,1606,33.6,67,0.0,No Failure,0.0,Good,1.0,Normal,0.0,Low,Continue normal operation,NORMAL: Continue operation and monitor machine,Low,NORMAL,Pending,,,,,CASE-00189
190.0,M15049,M,298.3,308.4,1539,43.4,69,0.0,No Failure,0.0,Good,1.0,Normal,0.0,Low,Continue normal operation,NORMAL: Continue operation and monitor machine,Low,NORMAL,Pending,,,,,CASE-00190
191.0,L47370,L,298.2,308.4,1477,49.9,72,0.0,No Failure,0.0,Good,1.0,Normal,0.0,Low,Continue normal operation,NORMAL: Continue operation and monitor machine,Low,NORMAL,Pending,,,,,CASE-00191
192.0,L47371,L,298.2,308.4,1666,34.6,74,0.0,No Failure,0.0,Good,1.0,Normal,0.0,Low,Continue normal operation,NORMAL: Continue operation and monitor machine,Low,NORMAL,Pending,,,,,CASE-00192
193.0,H29606,H,298.2,308.4,1398,51.8,76,0.0,No Failure,0.0,Good,1.0,Normal,0.0,Low,Continue normal operation,NORMAL: Continue operation and monitor machine,Low,NORMAL,Pending,,,,,CASE-00193
194.0,H29607,H,298.2,308.4,1678,34.6,81,0.0,No Failure,0.0,Good,1.0,Normal,0.0,Low,Continue normal operation,NORMAL: Continue operation and monitor machine,Low,NORMAL,Pending,,,,,CASE-00194
195.0,M15054,M,298.2,308.5,2678,10.7,86,1.0,Power Failure,1.0,Defective,1.0,Anomaly,1.0,High,Immediate inspection recommended,CRITICAL: Hold product and stop machine for immediate inspection,Critical,CRITICAL,Approved,2026-09-19 13:17:46,Human Reviewer,,,CASE-00195
196.0,L47375,L,298.3,308.5,1453,42.9,89,0.0,No Failure,0.0,Good,1.0,Normal,0.0,Low,Continue normal operation,NORMAL: Continue operation and monitor machine,Low,NORMAL,Pending,,,,,CASE-00196
197.0,H29610,H,298.3,308.6,1432,49.5,91,0.0,No Failure,0.0,Good,1.0,Normal,0.0,Low,Continue normal operation,NORMAL: Continue operation and monitor machine,Low,NORMAL,Pending,,,,,CASE-00197
198.0,M15057,M,298.4,308.6,1527,40.9,96,0.0,No Failure,0.0,Good,1.0,Normal,0.0,Low,Continue normal operation,NORMAL: Continue operation and monitor machine,Low,NORMAL,Pending,,,,,CASE-00198
199.0,L47378,L,298.4,308.7,1588,35.0,99,0.0,No Failure,0.0,Good,1.0,Normal,0.0,Low,Continue normal operation,NORMAL: Continue operation and monitor machine,Low,NORMAL,Pending,,,,,CASE-00199
200.0,L47379,L,298.4,308.6,1433,47.1,101,0.0,No Failure,0.0,Good,0.97,Normal,0.015,Low,Continue normal operation,NORMAL: Continue operation and monitor machine,Low,NORMAL,Pending,,,,,CASE-00200
201.0,L47380,L,298.4,308.6,1609,35.0,103,0.0,No Failure,0.0,Good,1.0,Normal,0.0,Low,Continue normal operation,NORMAL: Continue operation and monitor machine,Low,NORMAL,Pending,,,,,CASE-00201
202.0,L47381,L,298.3,308.5,1575,41.2,105,0.0,No Failure,0.0,Good,1.0,Normal,0.0,Low,Continue normal operation,NORMAL: Continue operation and monitor machine,Low,NORMAL,Pending,,,,,CASE-00202
203.0,M15062,M,298.4,308.5,1636,35.7,107,0.0,No Failure,0.0,Good,1.0,Normal,0.0,Low,Continue normal operation,NORMAL: Continue operation and monitor machine,Low,NORMAL,Pending,,,,,CASE-00203
204.0,L47383,L,298.4,308.5,1490,37.9,110,0.0,No Failure,0.0,Good,1.0,Normal,0.0,Low,Continue normal operation,NORMAL: Continue operation and monitor machine,Low,NORMAL,Pending,,,,,CASE-00204
205.0,L47384,L,298.4,308.5,1741,32.8,112,0.0,No Failure,0.0,Good,1.0,Normal,0.0,Low,Continue normal operation,NORMAL: Continue operation and monitor machine,Low,NORMAL,Pending,,,,,CASE-00205
206.0,M15065,M,298.5,308.6,1344,53.0,114,0.0,No Failure,0.0,Good,1.0,Normal,0.0,Low,Continue normal operation,NORMAL: Continue operation and monitor machine,Low,NORMAL,Pending,,,,,CASE-00206
207.0,L47386,L,298.5,308.7,1609,35.3,117,0.0,No Failure,0.0,Good,1.0,Normal,0.0,Low,Continue normal operation,NORMAL: Continue operation and monitor machine,Low,NORMAL,Pending,,,,,CASE-00207
208.0,M15067,M,298.4,308.7,1421,60.7,119,1.0,Power Failure,1.0,Defective,1.0,Normal,1.0,High,Immediate inspection recommended,HIGH PRIORITY: Hold defective product and perform immediate machine inspection,High,ATTENTION REQUIRED,Rejected,2026-09-19 13:17:57,Human Reviewer,,,CASE-00208
209.0,L47388,L,298.4,308.6,1591,36.7,122,0.0,No Failure,0.0,Good,1.0,Normal,0.0,Low,Continue normal operation,NORMAL: Continue operation and monitor machine,Low,NORMAL,Pending,,,,,CASE-00209
210.0,L47389,L,298.4,308.6,1477,44.0,124,0.0,No Failure,0.0,Good,1.0,Normal,0.0,Low,Continue normal operation,NORMAL: Continue operation and monitor machine,Low,NORMAL,Pending,,,,,CASE-00210
211.0,L47390,L,298.4,308.7,1523,36.1,126,0.0,No Failure,0.0,Good,1.0,Normal,0.0,Low,Continue normal operation,NORMAL: Continue operation and monitor machine,Low,NORMAL,Pending,,,,,CASE-00211
212.0,L47391,L,298.5,308.7,1575,33.9,128,0.0,No Failure,0.0,Good,1.0,Normal,0.0,Low,Continue normal operation,NORMAL: Continue operation and monitor machine,Low,NORMAL,Pending,,,,,CASE-00212
213.0,H29626,H,298.4,308.7,1344,52.9,130,0.0,No Failure,0.0,Good,1.0,Normal,0.0,Low,Continue normal operation,NORMAL: Continue operation and monitor machine,Low,NORMAL,Pending,,,,,CASE-00213
214.0,L47393,L,298.4,308.7,1386,44.9,135,0.0,No Failure,0.0,Good,1.0,Normal,0.0,Low,Continue normal operation,NORMAL: Continue operation and monitor machine,Low,NORMAL,Pending,,,,,CASE-00214
215.0,M15074,M,298.3,308.6,1589,37.1,137,0.0,No Failure,0.0,Good,1.0,Normal,0.0,Low,Continue normal operation,NORMAL: Continue operation and monitor machine,Low,NORMAL,Pending,,,,,CASE-00215
216.0,L47395,L,298.3,308.6,1548,40.3,140,0.0,No Failure,0.0,Good,1.0,Normal,0.0,Low,Continue normal operation,NORMAL: Continue operation and monitor machine,Low,NORMAL,Pending,,,,,CASE-00216
217.0,L47396,L,298.3,308.6,1499,38.3,142,0.0,No Failure,0.0,Good,1.0,Normal,0.0,Low,Continue normal operation,NORMAL: Continue operation and monitor machine,Low,NORMAL,Pending,,,,,CASE-00217
218.0,L47397,L,298.3,308.5,1664,31.6,144,0.0,No Failure,0.0,Good,1.0,Normal,0.0,Low,Continue normal operation,NORMAL: Continue operation and monitor machine,Low,NORMAL,Pending,,,,,CASE-00218
219.0,L47398,L,298.3,308.6,1447,38.1,146,0.0,No Failure,0.0,Good,1.0,Normal,0.0,Low,Continue normal operation,NORMAL: Continue operation and monitor machine,Low,NORMAL,Pending,,,,,CASE-00219
220.0,M15079,M,298.3,308.5,1434,46.2,148,0.0,No Failure,0.0,Good,1.0,Normal,0.0,Low,Continue normal operation,NORMAL: Continue operation and monitor machine,Low,NORMAL,Pending,,,,,CASE-00220
221.0,L47400,L,298.3,308.5,1416,52.7,151,0.0,No Failure,0.0,Good,1.0,Normal,0.0,Low,Continue normal operation,NORMAL: Continue operation and monitor machine,Low,NORMAL,Pending,,,,,CASE-00221
222.0,H29635,H,298.4,308.5,1827,24.3,153,0.0,No Failure,0.0,Good,1.0,Normal,0.0,Low,Continue normal operation,NORMAL: Continue operation and monitor machine,Low,NORMAL,Pending,,,,,CASE-00222
223.0,L47402,L,298.4,308.6,1304,45.0,158,0.0,No Failure,0.0,Good,0.99,Normal,0.015,Low,Continue normal operation,NORMAL: Continue operation and monitor machine,Low,NORMAL,Pending,,,,,CASE-00223
224.0,L47403,L,298.4,308.6,1569,34.4,160,0.0,No Failure,0.0,Good,1.0,Normal,0.0,Low,Continue normal operation,NORMAL: Continue operation and monitor machine,Low,NORMAL,Pending,,,,,CASE-00224
225.0,L47404,L,298.3,308.6,1584,29.3,162,0.0,No Failure,0.0,Good,1.0,Normal,0.0,Low,Continue normal operation,NORMAL: Continue operation and monitor machine,Low,NORMAL,Pending,,,,,CASE-00225
226.0,L47405,L,298.3,308.5,1362,53.8,164,0.0,No Failure,0.0,Good,1.0,Normal,0.0,Low,Continue normal operation,NORMAL: Continue operation and monitor machine,Low,NORMAL,Pending,,,,,CASE-00226
227.0,L47406,L,298.3,308.4,1329,49.2,166,0.0,No Failure,0.0,Good,0.99,Normal,0.005,Low,Continue normal operation,NORMAL: Continue operation and monitor machine,Low,NORMAL,Pending,,,,,CASE-00227
228.0,L47407,L,298.3,308.5,1539,36.1,168,0.0,No Failure,0.0,Good,1.0,Normal,0.0,Low,Continue normal operation,NORMAL: Continue operation and monitor machine,Low,NORMAL,Pending,,,,,CASE-00228
229.0,M15088,M,298.3,308.5,1629,37.1,170,0.0,No Failure,0.0,Good,1.0,Normal,0.0,Low,Continue normal operation,NORMAL: Continue operation and monitor machine,Low,NORMAL,Pending,,,,,CASE-00229
230.0,L47409,L,298.3,308.5,1538,32.2,173,0.0,No Failure,0.0,Good,1.0,Normal,0.0,Low,Continue normal operation,NORMAL: Continue operation and monitor machine,Low,NORMAL,Pending,,,,,CASE-00230
